Size,Cluster Volume,Cluster cutedges,Conductance,Lower,Upper,Internal edges,Conn value,Final Gap,Cut size,Cluster 1 size,Cluster 2 size
78,351,117,0.333333,0.0555556,0.666667,117,0.58932,1.76796,1,45.0,38.0
88,691,343,0.496382,0.123198,0.992764,174,0.696351,1.40285,1,912.0,2.0
2,2,0,0.0,0.0,0.0,448,0.80203,2.49689,1,155.0,6.0
114,524,206,0.39313,0.0772755,0.78626,159,0.512897,1.30465,1,18.0,12.0
239,1674,688,0.410992,0.0844571,0.821983,493,0.639863,1.55688,1,70.0,5.0
207,1619,647,0.399629,0.0798518,0.799259,486,0.731582,1.83065,1,31.0,26.0
157,957,429,0.448276,0.100476,0.896552,264,0.564099,1.25837,1,479.0,6.0
2,4,2,0.5,0.125,1.0,1,0.830482,1.66096,1,59.0,9.0
136,1007,487,0.483615,0.116942,0.967229,260,0.636612,1.31636,1,1.0,1.0
409,2327,549,0.235926,0.0278306,0.471852,889,0.645597,2.73644,1,523.0,2.0
36,194,96,0.494845,0.122436,0.989691,49,0.594943,1.20228,1,203.0,3.0
121,1079,545,0.505097,0.127562,1.01019,267,0.727529,1.44037,1,3.0,1.0
36,144,36,0.25,0.03125,0.5,54,0.694971,2.77989,1,524.0,2.0
54,308,106,0.344156,0.0592216,0.688312,101,0.75159,2.18387,1,5.0,1.0
66,338,92,0.272189,0.0370435,0.544379,123,0.736931,2.70742,1,3.0,1.0
65,346,182,0.526012,0.138344,1.05202,82,0.496849,0.94456,1,5.0,1.0
4,6,0,0.0,0.0,0.0,279,0.608613,1.14343,1,2.0,1.0
35,116,26,0.224138,0.0251189,0.448276,45,0.622785,2.77858,1,2.0,1.0
1378,18839,4415,0.234354,0.027461,0.468709,7212,1.22423,5.22386,1,3.0,1.0
94,504,216,0.428571,0.0918367,0.857143,144,0.566866,1.32269,1,197.0,6.0
65,299,131,0.438127,0.0959777,0.876254,84,0.522003,1.19144,1,163.0,4.0
72,268,86,0.320896,0.051487,0.641791,91,0.520518,1.62208,1,17.0,16.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,345.0,5.0
35,140,68,0.485714,0.117959,0.971429,36,0.479268,0.986729,1,148.0,4.0
216,1482,320,0.215924,0.0233117,0.431849,581,0.848295,3.92867,1,5.0,4.0
476,4968,1956,0.39372,0.0775076,0.78744,1506,0.855982,2.17409,1,2.0,1.0
2,2,0,0.0,0.0,0.0,106,0.500872,0.76834,1,3.0,3.0
2,2,0,0.0,0.0,0.0,1,0.830482,1.66096,1,5.0,3.0
9,40,22,0.55,0.15125,1.1,9,0.624196,1.1349,1,265.0,2.0
2,2,0,0.0,0.0,0.0,771,1.16387,6.13529,1,98.0,8.0
3,4,0,0.0,0.0,0.0,555,0.808563,2.12648,1,107.0,5.0
414,3752,1298,0.345949,0.0598403,0.691898,1227,0.829197,2.39688,1,39.0,33.0
2,2,0,0.0,0.0,0.0,119,0.502857,1.05185,1,25.0,25.0
2,2,0,0.0,0.0,0.0,6,0.682834,2.0485,1,35.0,15.0
56,212,100,0.471698,0.11125,0.943396,56,0.429861,0.911304,1,1.0,1.0
2,2,0,0.0,0.0,0.0,85,0.502861,0.943513,1,77.0,6.0
216,1382,442,0.319826,0.0511444,0.639653,470,0.692858,2.16636,1,1.0,1.0
335,2846,978,0.34364,0.0590443,0.68728,934,0.807142,2.3488,1,2.0,1.0
2,2,0,0.0,0.0,0.0,171,0.725661,1.71836,1,245.0,3.0
47,218,122,0.559633,0.156595,1.11927,48,0.436731,0.780388,1,32.0,32.0
101,559,245,0.438283,0.0960458,0.876565,157,0.565789,1.29092,1,1.0,1.0
65,264,84,0.318182,0.0506198,0.636364,90,0.571776,1.79701,1,20.0,18.0
54,197,71,0.360406,0.0649463,0.720812,63,0.50847,1.41082,1,119.0,6.0
128,738,302,0.409214,0.0837281,0.818428,218,0.593825,1.45114,1,20.0,7.0
562,4333,1357,0.313178,0.0490402,0.626356,1488,0.728029,2.32465,1,9.0,3.0
40,152,48,0.315789,0.0498615,0.631579,52,0.595826,1.88678,1,102.0,3.0
2,2,0,0.0,0.0,0.0,1,1.04795,3.14385,1,16.0,16.0
2,2,0,0.0,0.0,0.0,65,0.465685,0.949997,1,3.0,2.0
4,7,1,0.142857,0.0102041,0.285714,3,0.887471,6.2123,1,19.0,13.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,2.0,1.0
1103,15028,2334,0.15531,0.0120606,0.31062,6347,1.37765,8.87032,1,768.0,1.0
565,5648,1672,0.296034,0.0438181,0.592068,1988,0.937815,3.16793,1,52.0,6.0
3,4,0,0.0,0.0,0.0,65,0.460937,1.2599,1,271.0,4.0
37,149,75,0.503356,0.126683,1.00671,37,0.460154,0.914172,1,80.0,5.0
2,2,0,0.0,0.0,0.0,44,0.480153,1.14036,1,273.0,2.0
162,746,204,0.273458,0.0373898,0.546917,271,0.582315,2.12945,1,306.0,3.0
164,932,226,0.242489,0.0294005,0.484979,353,0.724869,2.98928,1,151.0,5.0
120,656,330,0.503049,0.126529,1.0061,163,0.482208,0.958571,1,58.0,8.0
2,2,0,0.0,0.0,0.0,64,0.567316,1.32374,1,167.0,4.0
206,2081,433,0.208073,0.0216472,0.416146,824,1.20545,5.79338,1,1.0,1.0
88,525,197,0.375238,0.0704018,0.750476,164,0.68512,1.82583,1,1.0,1.0
57,244,128,0.52459,0.137597,1.04918,58,0.426216,0.812474,1,3.0,2.0
37,90,10,0.111111,0.00617284,0.222222,40,0.553197,4.97877,1,69.0,6.0
90,480,216,0.45,0.10125,0.9,132,0.54701,1.21558,1,153.0,7.0
15,32,4,0.125,0.0078125,0.25,14,0.620093,4.96075,1,572.0,3.0
116,739,397,0.537212,0.144299,1.07442,171,0.51388,0.956567,1,27.0,27.0
33,109,33,0.302752,0.0458295,0.605505,38,0.565181,1.86681,1,35.0,22.0
5,11,3,0.272727,0.0371901,0.545455,4,0.768202,2.81674,1,35.0,28.0
233,1154,358,0.310225,0.0481199,0.620451,398,0.557818,1.79811,1,76.0,3.0
2,4,2,0.5,0.125,1.0,1,0.830482,1.66096,1,2.0,1.0
2,2,0,0.0,0.0,0.0,41,0.470404,1.02944,1,20.0,10.0
108,698,288,0.412607,0.0851225,0.825215,205,0.667456,1.61765,1,6.0,2.0
517,4084,1048,0.256611,0.0329246,0.513222,1518,0.813099,3.1686,1,229.0,3.0
49,129,33,0.255814,0.0327204,0.511628,48,0.464132,1.81433,1,46.0,9.0
191,1692,486,0.287234,0.0412517,0.574468,603,0.977905,3.40456,1,2.0,1.0
61,298,146,0.489933,0.120017,0.979866,76,0.503554,1.0278,1,130.0,3.0
3,6,2,0.333333,0.0555556,0.666667,2,0.856731,2.57019,1,4.0,1.0
3,9,5,0.555556,0.154321,1.11111,2,0.698634,1.25754,1,358.0,3.0
2,5,3,0.6,0.18,1.2,1,0.715338,1.19223,1,69.0,3.0
15,47,19,0.404255,0.0817112,0.808511,14,0.558181,1.38076,1,81.0,6.0
58,393,207,0.526718,0.138716,1.05344,93,0.618044,1.17339,1,305.0,2.0
2,4,2,0.5,0.125,1.0,1,0.830482,1.66096,1,52.0,17.0
52,209,29,0.138756,0.00962661,0.277512,90,0.745974,5.37616,1,502.0,2.0
647,5819,2069,0.355559,0.0632112,0.711119,1875,0.76975,2.1649,1,16.0,12.0
4,6,0,0.0,0.0,0.0,3,0.785964,2.35789,1,2.0,1.0
108,630,294,0.466667,0.108889,0.933333,168,0.555686,1.19076,1,123.0,5.0
3,4,0,0.0,0.0,0.0,41,0.514983,2.02315,1,1.0,1.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,73.0,9.0
472,5886,2168,0.368332,0.0678341,0.736663,1859,1.04476,2.83647,1,379.0,2.0
66,290,88,0.303448,0.0460404,0.606897,101,0.621469,2.04802,1,226.0,2.0
2,4,2,0.5,0.125,1.0,1,0.830482,1.66096,1,252.0,4.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,327.0,3.0
2,8,6,0.75,0.28125,1.5,1,0.553655,0.738206,1,141.0,3.0
47,142,46,0.323944,0.0524697,0.647887,48,0.474507,1.46478,1,252.0,2.0
574,5278,1884,0.356953,0.0637079,0.713907,1697,0.794216,2.22499,1,27.0,21.0
168,956,356,0.372385,0.0693353,0.74477,300,0.599141,1.60893,1,2.0,1.0
65,280,104,0.371429,0.0689796,0.742857,88,0.553232,1.48947,1,23.0,23.0
82,367,175,0.476839,0.113688,0.953678,96,0.456485,0.957314,1,53.0,3.0
145,1060,460,0.433962,0.0941616,0.867925,300,0.683886,1.57591,1,137.0,7.0
478,3013,869,0.288417,0.0415921,0.576834,1072,0.644633,2.23507,1,1.0,1.0
52,181,77,0.425414,0.0904887,0.850829,52,0.442933,1.04118,1,217.0,3.0
3,8,4,0.5,0.125,1.0,2,0.738206,1.47641,1,257.0,3.0
111,540,178,0.32963,0.0543278,0.659259,181,0.596777,1.81045,1,23.0,6.0
66,298,72,0.241611,0.0291879,0.483221,113,0.691985,2.86405,1,20.0,18.0
38,130,54,0.415385,0.0862722,0.830769,38,0.47305,1.13882,1,1.0,1.0
72,420,184,0.438095,0.0959637,0.87619,118,0.624755,1.42607,1,276.0,3.0
187,1182,526,0.445008,0.0990163,0.890017,328,0.570852,1.28279,1,140.0,4.0
64,246,100,0.406504,0.0826228,0.813008,73,0.477062,1.17357,1,1.0,1.0
16,74,36,0.486486,0.118335,0.972973,19,0.635288,1.30587,1,210.0,3.0
44,256,158,0.617188,0.19046,1.23438,49,0.462427,0.74925,1,80.0,5.0
62,267,137,0.513109,0.13164,1.02622,65,0.432055,0.842035,1,189.0,4.0
174,1409,623,0.442158,0.0977517,0.884315,393,0.71727,1.62221,1,33.0,12.0
3,6,2,0.333333,0.0555556,0.666667,2,0.856731,2.57019,1,32.0,27.0
13,34,10,0.294118,0.0432526,0.588235,12,0.602736,2.0493,1,138.0,3.0
90,316,102,0.322785,0.052095,0.64557,107,0.475615,1.47347,1,4.0,2.0
2,2,0,0.0,0.0,0.0,531,0.652327,1.73988,1,119.0,4.0
42,143,45,0.314685,0.0495134,0.629371,49,0.541292,1.72011,1,124.0,3.0
135,586,164,0.279863,0.0391618,0.559727,211,0.564675,2.01768,1,424.0,1.0
36,179,75,0.418994,0.0877782,0.837989,52,0.641162,1.53024,1,135.0,5.0
12,54,26,0.481481,0.115912,0.962963,14,0.673442,1.39869,1,3.0,1.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,3.0,1.0
117,498,148,0.297189,0.0441606,0.594378,175,0.554542,1.86596,1,98.0,5.0
2,2,0,0.0,0.0,0.0,66,0.55977,1.03957,1,55.0,5.0
5,10,2,0.2,0.02,0.4,4,0.8,4.0,1,171.0,5.0
3,4,0,0.0,0.0,0.0,61,0.555005,1.83256,1,103.0,6.0
193,1548,728,0.470284,0.110584,0.940568,410,0.665989,1.41614,1,2.0,1.0
55,179,45,0.251397,0.0316001,0.502793,67,0.540728,2.1509,1,245.0,1.0
81,411,205,0.498783,0.124392,0.997567,103,0.486489,0.975351,1,40.0,19.0
98,442,152,0.343891,0.0591306,0.687783,145,0.559303,1.62639,1,154.0,3.0
86,420,166,0.395238,0.0781066,0.790476,127,0.562945,1.42432,1,98.0,4.0
5,8,0,0.0,0.0,0.0,108,0.535631,0.960984,1,92.0,5.0
58,229,91,0.39738,0.0789554,0.79476,69,0.504126,1.26863,1,67.0,4.0
759,7561,2939,0.388705,0.0755459,0.77741,2311,0.785029,2.0196,1,250.0,6.0
3,4,0,0.0,0.0,0.0,49,0.501025,1.21263,1,163.0,5.0
312,2683,991,0.369363,0.0682144,0.738725,846,0.790854,2.14113,1,248.0,3.0
53,198,86,0.434343,0.0943271,0.868687,56,0.46006,1.05921,1,155.0,8.0
91,378,146,0.386243,0.074592,0.772487,116,0.49456,1.28044,1,6.0,1.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,178.0,6.0
238,2339,1007,0.430526,0.0926763,0.861052,666,0.830601,1.92927,1,25.0,4.0
7,13,1,0.0769231,0.00295858,0.153846,6,0.769467,10.0031,1,1.0,1.0
42,133,47,0.353383,0.0624399,0.706767,43,0.482053,1.36411,1,91.0,4.0
198,959,209,0.217935,0.0237479,0.435871,375,0.635163,2.91445,1,228.0,6.0
448,3535,995,0.281471,0.039613,0.562942,1270,0.798904,2.83832,1,95.0,2.0
915,11323,2619,0.231299,0.0267496,0.462598,4352,1.17324,5.07241,1,4.0,3.0
198,1484,670,0.451482,0.101918,0.902965,407,0.648147,1.4356,1,124.0,3.0
665,7487,3299,0.44063,0.0970776,0.881261,2094,0.812757,1.84453,1,31.0,23.0
679,8550,2670,0.312281,0.0487596,0.624561,2940,1.1012,3.52633,1,353.0,2.0
168,1707,599,0.350908,0.0615682,0.701816,554,1.02023,2.9074,1,1.0,1.0
264,1332,324,0.243243,0.0295836,0.486486,504,0.611006,2.51191,1,20.0,7.0
155,952,346,0.363445,0.0660463,0.726891,303,0.656286,1.80574,1,59.0,13.0
45,159,59,0.371069,0.0688462,0.742138,50,0.50473,1.3602,1,34.0,21.0
2,2,0,0.0,0.0,0.0,120,0.563211,1.01529,1,27.0,22.0
3,4,0,0.0,0.0,0.0,416,0.99232,4.18,1,1.0,1.0
198,1070,420,0.392523,0.0770373,0.785047,325,0.541831,1.38038,1,38.0,5.0
3,4,0,0.0,0.0,0.0,127,0.51996,1.30144,1,112.0,8.0
19,51,15,0.294118,0.0432526,0.588235,18,0.554805,1.88634,1,186.0,2.0
54,237,107,0.451477,0.101916,0.902954,65,0.506876,1.12271,1,2.0,1.0
4,7,1,0.142857,0.0102041,0.285714,3,0.887471,6.2123,1,4.0,1.0
10,22,2,0.0909091,0.00413223,0.181818,10,0.744922,8.19414,1,41.0,14.0
12,46,24,0.521739,0.136106,1.04348,11,0.551293,1.05664,1,1.0,1.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,1.0,1.0
5,9,1,0.111111,0.00617284,0.222222,4,0.838361,7.54525,1,31.0,13.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,26.0,18.0
2,2,0,0.0,0.0,0.0,2553,1.16037,3.06302,1,90.0,2.0
41,155,49,0.316129,0.0499688,0.632258,53,0.590177,1.86689,1,1.0,1.0
164,675,167,0.247407,0.0306052,0.494815,254,0.547407,2.21257,1,101.0,6.0
2,2,0,0.0,0.0,0.0,78,0.478754,0.931395,1,38.0,9.0
3,4,0,0.0,0.0,0.0,99,0.467316,0.754671,1,6.0,1.0
57,499,241,0.482966,0.116628,0.965932,129,0.838797,1.73676,1,250.0,2.0
77,357,185,0.518207,0.134269,1.03641,86,0.437536,0.844325,1,77.0,27.0
167,919,355,0.386289,0.0746098,0.772579,282,0.569842,1.47517,1,1.0,1.0
110,495,167,0.337374,0.0569105,0.674747,164,0.553294,1.64,1,606.0,2.0
84,442,202,0.457014,0.104431,0.914027,120,0.540016,1.18162,1,151.0,1.0
52,131,23,0.175573,0.0154129,0.351145,54,0.490472,2.79356,1,120.0,4.0
56,281,91,0.323843,0.0524373,0.647687,95,0.692786,2.13926,1,50.0,23.0
15,52,22,0.423077,0.089497,0.846154,15,0.582749,1.37741,1,43.0,30.0
2,2,0,0.0,0.0,0.0,2,0.856731,2.57019,1,118.0,8.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,2.0,1.0
75,265,79,0.298113,0.0444357,0.596226,93,0.51171,1.7165,1,380.0,2.0
196,1758,598,0.340159,0.0578542,0.680319,580,0.911916,2.68085,1,59.0,16.0
4,6,0,0.0,0.0,0.0,26,0.561482,1.44624,1,4.0,2.0
85,352,108,0.306818,0.0470687,0.613636,122,0.563625,1.837,1,1386.0,1.0
2,2,0,0.0,0.0,0.0,113,0.682789,1.32308,1,4.0,1.0
47,171,73,0.426901,0.0911221,0.853801,49,0.466885,1.09366,1,42.0,33.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,98.0,6.0
4,7,1,0.142857,0.0102041,0.285714,3,0.887471,6.2123,1,41.0,18.0
7,13,1,0.0769231,0.00295858,0.153846,6,0.769467,10.0031,1,169.0,3.0
52,188,72,0.382979,0.0733364,0.765957,58,0.490461,1.28065,1,267.0,2.0
490,6086,1976,0.32468,0.0527084,0.649359,2055,1.10822,3.41328,1,31.0,9.0
2,2,0,0.0,0.0,0.0,951,0.847358,4.97986,1,216.0,4.0
367,3112,988,0.317481,0.050397,0.634961,1062,0.828428,2.60938,1,6.0,1.0
4,7,1,0.142857,0.0102041,0.285714,3,0.887471,6.2123,1,193.0,6.0
158,1024,462,0.451172,0.101778,0.902344,281,0.590799,1.30948,1,2.0,1.0
810,10754,3714,0.34536,0.0596367,0.69072,3520,1.07791,3.12113,1,3.0,3.0
48,132,36,0.272727,0.0371901,0.545455,48,0.47157,1.72909,1,88.0,3.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,1039.0,1.0
106,735,347,0.472109,0.111443,0.944218,194,0.638522,1.35249,1,108.0,9.0
86,419,177,0.422434,0.0892254,0.844869,121,0.536561,1.27016,1,120.0,7.0
327,2287,871,0.380848,0.0725227,0.761697,708,0.644527,1.69235,1,45.0,27.0
56,284,144,0.507042,0.128546,1.01408,70,0.509514,1.00487,1,22.0,20.0
91,390,114,0.292308,0.0427219,0.584615,138,0.585274,2.00225,1,3.0,1.0
133,575,223,0.387826,0.0752045,0.775652,176,0.479517,1.23642,1,106.0,4.0
276,1854,746,0.402373,0.0809521,0.804746,554,0.614192,1.52642,1,1.0,1.0
3,4,0,0.0,0.0,0.0,57,0.471115,1.36623,1,169.0,2.0
47,245,117,0.477551,0.114027,0.955102,64,0.569949,1.19348,1,79.0,3.0
2,2,0,0.0,0.0,0.0,9,0.578294,1.15659,1,49.0,20.0
251,1210,244,0.201653,0.0203319,0.403306,483,0.624209,3.09546,1,85.0,6.0
97,1197,271,0.226399,0.0256283,0.452799,463,1.5507,6.8494,1,26.0,18.0
402,3886,1568,0.4035,0.081406,0.806999,1159,0.803199,1.99058,1,56.0,6.0
85,404,156,0.386139,0.0745515,0.772277,124,0.559712,1.44951,1,127.0,3.0
145,808,268,0.331683,0.0550069,0.663366,270,0.640456,1.93093,1,151.0,4.0
7,24,12,0.5,0.125,1.0,6,0.621023,1.24205,1,336.0,3.0
4,9,1,0.111111,0.00617284,0.222222,4,1.04795,9.43156,1,34.0,10.0
556,4254,1358,0.319229,0.0509536,0.638458,1448,0.71768,2.24817,1,255.0,3.0
48,147,47,0.319728,0.051113,0.639456,50,0.480625,1.50323,1,2.0,1.0
55,199,91,0.457286,0.104555,0.914573,54,0.42709,0.933967,1,278.0,3.0
91,519,291,0.560694,0.157189,1.12139,114,0.461389,0.822889,1,1.0,1.0
1058,15857,4751,0.299615,0.0448847,0.599231,5553,1.2496,4.17067,1,32.0,24.0
291,2297,735,0.319983,0.0511944,0.639965,781,0.798489,2.49541,1,115.0,5.0
136,681,227,0.333333,0.0555556,0.666667,227,0.589139,1.76742,1,52.0,14.0
232,1481,381,0.257259,0.033091,0.514517,550,0.747721,2.90649,1,11.0,1.0
379,3134,968,0.30887,0.0477005,0.617741,1083,0.817345,2.64624,1,33.0,13.0
44,144,52,0.361111,0.0652006,0.722222,46,0.484374,1.34134,1,30.0,13.0
4,10,4,0.4,0.08,0.8,3,0.75,1.875,1,16.0,4.0
57,197,79,0.401015,0.0804066,0.80203,59,0.451124,1.12495,1,30.0,13.0
47,227,125,0.550661,0.151614,1.10132,51,0.460566,0.836389,1,3.0,1.0
154,946,414,0.437632,0.0957609,0.875264,266,0.580422,1.32628,1,2.0,1.0
162,1027,229,0.22298,0.0248599,0.445959,399,0.817833,3.66775,1,17.0,14.0
108,483,153,0.31677,0.0501717,0.63354,165,0.569228,1.79697,1,37.0,23.0
4,9,3,0.333333,0.0555556,0.666667,3,0.785964,2.35789,1,26.0,22.0
182,899,309,0.343715,0.0590701,0.68743,295,0.548751,1.59653,1,56.0,8.0
6,12,2,0.166667,0.0138889,0.333333,5,0.77219,4.63314,1,2.0,1.0
30,96,36,0.375,0.0703125,0.75,30,0.504472,1.34526,1,1696.0,1.0
115,688,300,0.436047,0.0950683,0.872093,194,0.594504,1.36339,1,26.0,24.0
42,143,57,0.398601,0.0794415,0.797203,43,0.475012,1.1917,1,184.0,5.0
322,2952,1176,0.398374,0.0793509,0.796748,888,0.794718,1.9949,1,61.0,18.0
12,27,5,0.185185,0.0171468,0.37037,11,0.640415,3.45824,1,38.0,11.0
353,1907,495,0.25957,0.0336883,0.51914,706,0.609691,2.34885,1,567.0,1.0
4,7,1,0.142857,0.0102041,0.285714,3,0.887471,6.2123,1,237.0,2.0
2,2,0,0.0,0.0,0.0,1409,0.798109,1.70317,1,5.0,1.0
8,21,7,0.333333,0.0555556,0.666667,7,0.661766,1.9853,1,354.0,2.0
125,647,241,0.372488,0.0693738,0.744977,203,0.57775,1.55106,1,610.0,3.0
54,235,123,0.523404,0.136976,1.04681,56,0.437371,0.835628,1,30.0,11.0
3,4,0,0.0,0.0,0.0,119,0.521526,1.70365,1,125.0,8.0
113,535,155,0.28972,0.0419687,0.579439,190,0.616275,2.12714,1,308.0,3.0
38,156,52,0.333333,0.0555556,0.666667,52,0.62396,1.87188,1,5.0,4.0
468,4792,1754,0.366027,0.0669878,0.732053,1519,0.881867,2.4093,1,2.0,1.0
423,2315,735,0.317495,0.0504014,0.634989,790,0.555085,1.74833,1,4.0,1.0
469,5692,2032,0.356992,0.0637217,0.713985,1830,1.03905,2.91058,1,8.0,1.0
123,761,241,0.316689,0.0501458,0.633377,260,0.733613,2.31651,1,97.0,7.0
7,19,7,0.368421,0.067867,0.736842,6,0.670296,1.81937,1,1.0,1.0
562,4625,1555,0.336216,0.0565207,0.672432,1535,0.745221,2.21649,1,24.0,23.0
63,409,157,0.383863,0.0736754,0.767726,126,0.765778,1.99492,1,46.0,18.0
3,4,0,0.0,0.0,0.0,11,0.60902,1.94886,1,193.0,3.0
2,2,0,0.0,0.0,0.0,486,0.652482,1.42875,1,15.0,10.0
213,1282,424,0.330733,0.0546922,0.661466,429,0.648056,1.95945,1,4.0,3.0
29,88,28,0.318182,0.0506198,0.636364,30,0.532009,1.67203,1,16.0,12.0
51,180,72,0.4,0.08,0.8,54,0.469488,1.17372,1,988.0,1.0
87,315,103,0.326984,0.0534593,0.653968,106,0.487686,1.49147,1,163.0,3.0
3,4,0,0.0,0.0,0.0,210,0.550671,1.99618,1,77.0,11.0
104,507,159,0.313609,0.0491754,0.627219,174,0.618511,1.97223,1,3.0,1.0
65,232,92,0.396552,0.0786266,0.793103,70,0.455265,1.14806,1,31.0,4.0
134,465,61,0.131183,0.00860446,0.262366,202,0.565132,4.30797,1,382.0,3.0
4,8,2,0.25,0.03125,0.5,3,0.830482,3.32193,1,46.0,18.0
111,663,233,0.351433,0.0617525,0.702866,215,0.686489,1.9534,1,41.0,4.0
87,412,202,0.490291,0.120193,0.980583,105,0.461546,0.941372,1,1.0,1.0
581,7327,2161,0.294937,0.0434938,0.589873,2583,1.15029,3.90012,1,3.0,1.0
157,953,323,0.33893,0.0574367,0.677859,315,0.673483,1.98709,1,39.0,20.0
102,397,109,0.274559,0.0376914,0.549118,144,0.543239,1.97859,1,41.0,15.0
99,323,73,0.226006,0.0255394,0.452012,125,0.503198,2.22648,1,64.0,7.0
58,263,135,0.513308,0.131743,1.02662,64,0.455979,0.888314,1,63.0,10.0
110,601,277,0.460899,0.106214,0.921797,162,0.529973,1.14987,1,125.0,3.0
2,2,0,0.0,0.0,0.0,215,0.619717,1.29778,1,4.0,1.0
137,1049,487,0.464252,0.107765,0.928503,281,0.678996,1.46256,1,164.0,6.0
4,8,2,0.25,0.03125,0.5,3,0.830482,3.32193,1,4.0,1.0
144,987,407,0.412361,0.0850207,0.824721,290,0.67257,1.63102,1,165.0,4.0
48,194,88,0.453608,0.10288,0.907216,53,0.482632,1.06398,1,3.0,1.0
39,142,66,0.464789,0.108014,0.929577,38,0.452708,0.974009,1,7.0,5.0
68,343,163,0.475219,0.112916,0.950437,90,0.522042,1.09853,1,2.0,1.0
80,337,153,0.454006,0.103061,0.908012,92,0.454972,1.00213,1,149.0,6.0
93,512,248,0.484375,0.11731,0.96875,132,0.523888,1.08158,1,403.0,1.0
96,865,569,0.657803,0.216353,1.31561,148,0.524909,0.797973,1,46.0,14.0
158,1280,614,0.479687,0.11505,0.959375,333,0.678292,1.41403,1,181.0,16.0
256,1763,765,0.433919,0.094143,0.867839,499,0.600452,1.38379,1,1.0,1.0
42,173,91,0.526012,0.138344,1.05202,41,0.43618,0.829221,1,2.0,1.0
3,13,9,0.692308,0.239645,1.38462,2,0.598474,0.864463,1,1.0,1.0
323,2884,1252,0.434119,0.0942298,0.868239,816,0.73015,1.68191,1,122.0,5.0
78,340,106,0.311765,0.0485986,0.623529,117,0.592539,1.9006,1,103.0,7.0
454,2753,735,0.266981,0.0356396,0.533963,1009,0.646102,2.42003,1,197.0,3.0
52,293,149,0.508532,0.129303,1.01706,72,0.561285,1.10373,1,1.0,1.0
125,533,109,0.204503,0.0209107,0.409006,212,0.621991,3.04148,1,4.0,3.0
60,291,115,0.395189,0.0780872,0.790378,88,0.595264,1.50628,1,73.0,8.0
293,2188,748,0.341865,0.0584357,0.683729,720,0.735719,2.15208,1,62.0,18.0
542,7022,3220,0.458559,0.105138,0.917118,1901,0.911846,1.9885,1,362.0,1.0
13,36,12,0.333333,0.0555556,0.666667,12,0.593122,1.77937,1,21.0,11.0
125,821,197,0.239951,0.0287883,0.479903,312,0.856454,3.56928,1,31.0,23.0
529,5778,1984,0.343371,0.058952,0.686743,1897,0.953276,2.77622,1,115.0,9.0
115,545,215,0.394495,0.0778133,0.788991,165,0.524333,1.32912,1,18.0,5.0
2,2,0,0.0,0.0,0.0,43,0.552634,1.35817,1,78.0,6.0
75,241,53,0.219917,0.0241817,0.439834,94,0.526165,2.39256,1,6.0,1.0
430,4665,2295,0.491961,0.121013,0.983923,1185,0.751138,1.52682,1,5.0,1.0
71,249,61,0.24498,0.0300076,0.48996,94,0.552518,2.25536,1,139.0,3.0
4,7,1,0.142857,0.0102041,0.285714,3,0.887471,6.2123,1,46.0,1.0
95,766,492,0.642298,0.206273,1.2846,137,0.499997,0.77845,1,87.0,9.0
202,1094,390,0.35649,0.0635425,0.71298,352,0.573401,1.60846,1,1254.0,1.0
3,4,0,0.0,0.0,0.0,70,0.468248,1.15111,1,776.0,1.0
164,1259,527,0.418586,0.0876072,0.837172,366,0.7199,1.71984,1,1.0,1.0
41,149,69,0.463087,0.107225,0.926174,40,0.448931,0.96943,1,593.0,1.0
434,5690,1176,0.206678,0.021358,0.413357,2257,1.3849,6.70076,1,307.0,1.0
77,347,171,0.492795,0.121424,0.985591,88,0.449885,0.912925,1,6.0,4.0
456,3096,946,0.305556,0.0466821,0.611111,1075,0.675334,2.21018,1,200.0,4.0
103,373,73,0.19571,0.0191513,0.391421,150,0.566281,2.89346,1,3.0,1.0
158,1217,715,0.58751,0.172584,1.17502,251,0.514897,0.876406,1,486.0,1.0
4,6,0,0.0,0.0,0.0,97,0.60117,2.48225,1,13.0,8.0
71,265,101,0.381132,0.0726308,0.762264,82,0.476604,1.2505,1,4.0,1.0
2,2,0,0.0,0.0,0.0,86,0.574665,1.45719,1,113.0,6.0
27,149,71,0.47651,0.113531,0.95302,39,0.664667,1.39486,1,1.0,1.0
94,491,219,0.446029,0.0994707,0.892057,136,0.537631,1.20537,1,51.0,9.0
21,54,12,0.222222,0.0246914,0.444444,21,0.577236,2.59756,1,93.0,13.0
109,445,121,0.27191,0.0369676,0.54382,162,0.561192,2.06389,1,19.0,16.0
